"createdAt","body"
"2022-11-08 16:11:55.22594+00","just caught this, but the string comparison is a bit weird - we're confident this works for all dates? wouldn't something like this work?: ```suggestion         const tomorrow = moment().tz(originationTimeZone).add(1, 'day');         const doctorDueDate = moment(sla.internal_committed_due_date).tz(originationTimeZone);         if (tomorrow.isSameOrAfter(doctorDueDate, 'day')) {             return 'ups_next_day_air';         } ```"
"2022-11-08 16:13:08.463453+00","Use `.call(this)` to explicitly bind this function to make sure `this` is properly defined inside of `accessStatus` ```suggestion         if (!accessStatus.call(this, 'measurement-r-1', false) || !accessStatus.call(this, 'measurement-sandbox-persistence', false)) return; ```"
"2022-11-08 16:13:41.571819+00","@elikeyz, These changes only account for the visibility of the button when there is no content in the input for Android devices; according to the issue description, we only pass the first check.  - [X] User can send the comment using the send button - [ ] Clicking the send button should not close the keyboard - [ ] Next-line button should change the line (instead of sending a comment) as there is no other way on mobile to change the line.  According to @BartoszJarocki, we should aim for only one functionality for PRs to make things easier; for the rest of the issues, I believe separate issues should be created.    "
"2022-11-08 16:13:16.201198+00","This still doesn't fix the issue. If you debug and go into the call for `accessStatus` at line 449, the `this` keyword is no longer bound to the `Gallery` component:  Breakpoint at `featureflags.ts`:  ![CleanShot 2022-11-08 at 08 03 50@2x](https://user-images.githubusercontent.com/10248067/200615158-987e7b4f-cb05-4b97-baf6-4707f2b14673.png)  And in any case, if you use the `{}` as a default, then `accessStatus` will be undefined and you will get a type error at the next line.  Revert this change and use `accessStatus.call` like I suggest below. I think the issue might coming from the call site in `measurements.ts` [here](https://github.com/dfxmachina/frontend/blob/012f0caf5965bfceb5135fd6d57ed28485edc77e/app/modules/measurements/measurements.ts#L435), but the suggested change should work for now and I can refactor things in a follow up."
"2022-11-08 16:25:12.00158+00","I would setup instance1 an explicit name like ""Commercial Instance"" in the setup function and assert using that rather than interpolating the variable like this. It makes the test more explicit and readable, and relies less on how the setup functions order the list object in the scenario map."
"2022-11-08 16:25:12.079696+00","I would add a refactor to remove gitstart in the Ecto Query before the Repo.all is even called. Let's not do this in this PR as we want to focus on creating tickets"
"2022-11-08 16:26:25.543554+00","Is it mentioned to have the default here?"
"2022-11-08 16:27:42.282328+00","```suggestion   @spec get_estimated_ticket_cost(pos_integer()) :: %{min: non_neg_integer(), max: non_neg_integer()} ```"
"2022-11-08 16:28:52.978705+00","Should this be `test.skip` and not `test.only`?"
"2022-11-08 16:34:21.439589+00","@erik-measure-dandy could you send a `withMsLatencyHistogram` example. Will probably fast follow this ticket with this decorator"
"2022-11-08 16:35:43.232491+00","@dandysean Do the retries happen in process or do they re-enqueue the entire job?"
"2022-11-08 16:37:29.804284+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion opp AS ( ``` "
"2022-11-08 16:43:44.244252+00","remove this"
"2022-11-08 16:43:44.299204+00","finish debugging this fail"
"2022-11-08 16:43:47.291162+00","what's this for?"
"2022-11-08 16:43:44.397992+00","Experimental ScanExportModelViewerBlock"
"2022-11-08 16:43:49.191296+00","Oh it's for the MarginMesh interaction"
"2022-11-08 16:51:00.982498+00","Oh I forgot about this comment, I thought that there was a different line. Ok then"
"2022-11-08 16:43:45.095206+00","remove plz"
"2022-11-08 16:43:45.175929+00","remove"
"2022-11-08 16:43:45.196272+00","also needs to be gated by feature flag"
"2022-11-08 16:43:45.212603+00","Pull this out to not affect MarginEditingStructure"
"2022-11-08 16:43:46.179021+00","what's going on with controlRef"
"2022-11-08 16:43:46.196864+00","definitely fix this"
"2022-11-08 16:43:48.551614+00","Get rid of this"
"2022-11-08 17:50:28.23074+00","We can fix those separately, no need to fix everything here"
"2022-11-08 16:43:46.212999+00","Don't forget to cleanup this stuff"
"2022-11-08 16:43:46.225225+00","filter by visible appearance!"
"2022-11-08 16:43:47.178959+00","Fix me please, and move this out ot your own experimental scan export block"
"2022-11-08 16:44:04.002492+00","string comparison is not weird, and we need to be getting rid of momentjs -- it's deprecated.  so I was focused on a solution that could easily be swapped with another date library without worrying about whether it has something like `isSameOrAfter`."
"2022-11-08 16:49:33.456691+00","```suggestion 500 searches are returned by default, but this number can be increased by increasing the ‘count’ value. A maximum of 1,500 matches can be displayed, and more matches can be fetched using the src CLI, the Stream API, or GraphQL API. ```"
"2022-11-08 16:45:00.607867+00","YYYY-MM-DD always has the same lexicographical and chronological sorting.  can you think of a date that can't be accurately represented by YYYY-MM-DD? 😂 "
"2022-11-08 16:46:55.660969+00","are there any cases where there is more than one email?"
"2022-11-08 16:49:30.812775+00","```suggestion ## Which is best for you? ```"
"2022-11-08 16:49:33.449798+00","```suggestion Sourcegraph can retrieve all search results. By default, Sourcegraph returns 500 search results, but this number can be increased by increasing the ‘count’ value. Sourcegraph can display a maximum of 1,500 matches, but all matches can be fetched using the [src CLI](https://docs.sourcegraph.com/cli/quickstart), the [Stream API](https://docs.sourcegraph.com/api/stream_api), or [GraphQL API](https://docs.sourcegraph.com/api/graphql). You can also export the results via CSV.  ```"
"2022-11-08 16:49:33.962475+00","Should we go with compiler-accurate @iskyOS "
"2022-11-08 16:49:34.419424+00","@lcolston08 - update the table so ""Structural search"" is first. "
"2022-11-08 16:53:38.142747+00","they re-enqueue the entire job with an exponentially growing delay"
"2022-11-08 16:57:22.173453+00","can we add a description here?"
"2022-11-08 17:01:46.038314+00","Thank you for the heads up. It is empty in both prod and staging."
"2022-11-08 17:15:57.532499+00","import { Avatar } from ""@calcom/ui/components/avatar""; "
"2022-11-08 17:15:58.776128+00","import { Button } from ""@calcom/ui/components/button""; "
"2022-11-08 17:20:46.053542+00","I understand, just surprised/confused about this existing argument 😅 It looks like it's completely unused, should we remove it?"
"2022-11-08 17:22:21.139803+00","@Stelminator I didn't see your change before writing my reply - they're functionally the same"
"2022-11-08 17:49:20.464025+00","Let me clarify from him"
"2022-11-08 17:49:29.698722+00","haha idk man! just checking. cool with me, you thought about this more than me clearly ❤️ "
"2022-11-08 17:50:11.84544+00","These look reasonable. I experimented with small changes like removing `IdentifierBuiltin` and update our TypeScript highlighter to use `IdentifierBuiltin` for types like `void` that are guaranteed to have no meaningful definition."
"2022-11-08 18:15:24.332502+00","drive-by reminder to change this when the uploads domain PR comes around"
"2022-11-08 17:53:45.557853+00","same here, nuke send()"
"2022-11-08 17:53:45.604584+00","same here, nuke send()"
"2022-11-08 17:53:45.640923+00","nuke send()"
"2022-11-08 17:53:45.809962+00","nuke send()"
"2022-11-08 17:53:46.735024+00","@WajihaNiazi  nuke the send(). when nothing is needed in request body there is no need for send()."
"2022-11-08 17:53:47.602814+00","nuke the send()"
"2022-11-08 17:54:15.494275+00","```suggestion Using the search.largeFiles keyword ```"
"2022-11-08 18:12:24.757574+00","?????"
"2022-11-08 18:13:17.511582+00","Do we know that this is the only store that gets crated in the frontend?"
"2022-11-08 18:13:34.95274+00","```suggestion [Sourcegraph.com](https://sourcegraph.com/search) (Sourcegraph's public instance for searching open source code) utilizes an algorithm inspired by Google PageRank to measure code reuse and return the most relevant search results first. This new ranking algorithm will be implemented for Sourcegraph customer instances (self-hosted and Cloud) in the future. ```"
"2022-11-10 18:16:42.237969+00","i'll change it"
"2022-11-11 09:07:39.572706+00","We do not. It's something we can do. The goal of this tech spec really would be to list all the important metrics we are already collecting and converting them to either alerts, or workflows where we manually check the metrics dashboards for tracing data"
"2022-11-08 18:15:37.592809+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion         , datediff('day', a.training_date, getdate() ) AS days_from_train_to_now         , days_from_train_to_now - 195 AS days_over_195 ``` "
"2022-11-08 18:15:37.617516+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion WITH practice_data_source AS (     SELECT * FROM {{ ref('practice_churn_outcomes') }} ``` "
"2022-11-08 18:15:37.632552+00","You may need to guard this with a mutex or use a sync map."
"2022-11-08 18:15:37.673779+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion churn_timelines AS ( SELECT * FROM dbt_emily_batchos_dev.practice_churn_timelines  )  ``` "
"2022-11-08 18:15:38.372672+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion ``` "
"2022-11-08 18:15:38.422477+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion , practice_data AS ( ``` "
"2022-11-08 18:16:02.572911+00","I see this is covered in changes to `internal/workerutil/dbworker/store/observability.go`."
"2022-11-08 18:17:05.432357+00","Can you elaborate on that inline so it's not so alarming? 😬 "
"2022-11-08 18:15:39.329005+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion     SELECT         salesforce_account_id , churn_anchor_plus , 'plus5' AS buffersize , dateadd('day', -35, churn_anchor_plus ) AS obs_start , dateadd('day', -5, churn_anchor_plus ) AS obs_end     FROM practice_data_source     WHERE churn_anchor_plus IS NOT NULL  ) ``` "
"2022-11-08 18:15:39.436571+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion      SELECT         salesforce_account_id         , training_date         , days_from_train_to_now         , days_over_195         , lt_model_include         , first_possible_lt_date         , column2 AS random         , dateadd('day', column2, first_possible_lt_date) AS obs_start         , dateadd('day', 30, obs_start) AS obs_end         , dateadd('day', 45, obs_start) AS outcome_end         , datediff('day', obs_end, getdate()) AS days_to_now         , days_to_now >= 75 AS outcome_use     , coalesce(existing_churned.salesforce_account_id IS NOT NULL, FALSE) AS is_churned_group       FROM practice_data      LEFT OUTER JOIN dbt_emily_batchos_dev.temp_test_sf_connector_random         ON column1 = practice_data.salesforce_account_id      LEFT OUTER JOIN existing_churned         USING (salesforce_account_id)      WHERE outcome_use ``` "
"2022-11-08 18:15:40.17286+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion SELECT * FROM churn_bootstrap_dates ``` "
"2022-11-08 18:15:40.263264+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion  , combine_windows AS ( ``` "
"2022-11-08 18:15:40.319786+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion ``` "
"2022-11-08 18:15:40.926313+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion         , a.training_date ``` "
"2022-11-08 18:18:36.295769+00","And I agree that `listbox` is the right role to use here, after this discussion."
"2022-11-08 18:15:40.383188+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion     SELECT DISTINCT salesforce_account_id ``` "
"2022-11-08 18:15:41.394556+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion     UNION  ``` "
"2022-11-08 18:15:41.406417+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion     WHERE is_churned_group = FALSE ``` "
"2022-11-08 18:15:42.557283+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion     SELECT         a.fundam__salesforce_account_id AS salesforce_account_id         , a.has_signed_contract ``` "
"2022-11-08 18:35:49.771522+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion     SELECT         salesforce_account_id         , 'control' AS buffersize         , obs_start         , obs_end         , NULL AS churn_anchor_plus         , FALSE AS churn_in_outcome_window     FROM add_random ``` "
"2022-11-08 18:15:43.443045+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion     SELECT         salesforce_account_id         , 'control' AS buffersize         , obs_start         , obs_end         , NULL AS churn_anchor_plus     FROM add_random ``` "
"2022-11-08 18:15:43.695264+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion         , coalesce(a.training_date < getdate(), FALSE) AS training_occurred          , days_from_train_to_now >= 90 AS lt_model_elig -- could be at 90 days         , days_from_train_to_now >= 195 AS lt_model_include -- with outcomes need 195 days of experience          , dateadd('day', 90, training_date) AS first_possible_lt_date      FROM treasure.dim_practicelocation AS a     LEFT OUTER JOIN treasure.aggdimext_practicelocation_orders_summary AS b         ON a.fundam__salesforce_account_id = b.salesforce_account_id      WHERE has_signed_contract         AND training_occurred  ) ``` "
"2022-11-08 18:15:43.721006+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion     SELECT         salesforce_account_id , churn_anchor_plus , 'plus15' AS buffersize , dateadd('day', -45, churn_anchor_plus ) AS obs_start , dateadd('day', -15, churn_anchor_plus ) AS obs_end     FROM practice_data_source     WHERE churn_anchor_plus IS NOT NULL     UNION      SELECT         salesforce_account_id , churn_anchor_plus , 'plus10' AS buffersize , dateadd('day', -40, churn_anchor_plus ) AS obs_start , dateadd('day', -10, churn_anchor_plus ) AS obs_end     FROM practice_data_source     WHERE churn_anchor_plus IS NOT NULL     UNION ``` "
"2022-11-08 18:15:43.729177+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion     FROM churn_timelines ``` "
"2022-11-08 18:16:29.691907+00","Actually could we make this a pattern that's easy to adopt?"
"2022-11-08 18:16:47.480245+00","Need to figure out what Im gonna do with this, why the other two _arent_ defined in `background` etc"
"2022-11-08 18:18:06.418175+00","I'm not sure if the wraparound selection is a good thing. `<select>` doesn't wrap and the `listbox` role should be near-identical to `<select>` in behavior."
"2022-11-08 18:19:29.698564+00","Alt+up/down is page up/page down which is also important for keyboard users."
"2022-11-08 18:21:06.522486+00","> I'm not sure if the wraparound selection is a good thing. `<select>` doesn't wrap and the `listbox` role should be near-identical to `<select>` in behavior.  I agree.   (Starting to feel like we need a flowchart of decisions and behaviour for all this!)"
"2022-11-08 18:42:42.818673+00","But what about the more specific case where there are 0 metrics with limits _but_ 5 monitors with failing units?  I'm just wondering if this branch exits before those 5 failing monitors are added to the Pareto chart."
"2022-11-08 19:02:45.545201+00","@rwagatenga I checked in other Schemas, they use `default: Date.now`"
"2022-11-08 19:02:53.54462+00","Ah, I didn't realize `searchUpdateHandler` gets called on page load!"
"2022-11-08 19:09:23.858273+00","I'll add the description in the model that is exposed to looker aggdimext_practicelocation_account_status_monthly"
"2022-11-08 19:12:19.712344+00","I'm anticipating that there might be some more data massaging to do in here once we hook up the es query, but I can drop this for now and bring it back if we need it."
"2022-11-08 19:13:50.638908+00","nope, not sure how this got changed - it's a mystery! 👻  (will change it back)"
"2022-11-08 19:24:28.639398+00","Similar to the `FieldStatus` work we did, I wanted to be able to call methods oh `OpsDashboardKpiTile` to change its state ... I can definitely try to rework it to use `Block` and event listeners like we did with `FieldStatus` before we decided to have it extend `Component` instead if it seems worth it. It's also definitely possible that I'm missing something here and it's not as complicated as I think :)"
"2022-11-08 19:24:54.137882+00","Nice catch!  Although the ""everything is OK alarm also works"" "
"2022-11-08 19:32:34.321164+00","I don't have much information on that, because this `Schema` was defined based on the `Typescript Interface` which was provided in the task `BM-3050`"
"2022-11-08 19:34:55.351751+00","Are these tests going to our actual Bitbucket instance or is the test data being injected (somehow)?"
"2022-11-08 19:34:55.685232+00","It would still be good to ensure that `fork` is nil"
"2022-11-08 19:39:08.266441+00","```suggestion func unmarshalBatchSpecRandID(id graphql.ID) (batchSpecRandID string, err error) { ```"
"2022-11-08 19:55:35.300008+00","We have a typo here, it's named `product` in the common.json, should be the same here"
"2022-11-08 19:56:37.182496+00","Yes thank you!"
"2022-11-08 20:18:31.42754+00","```suggestion               if (annotationType === 'lower') {             textLocation = -5 + (xLocation <= textAnnotationHeight ? textAnnotationHeight : 0);         } else {             textLocation = -5 + (xLocation >= innerWidth - textAnnotationHeight ? 0 : textAnnotationHeight);         } ```  This can be simplified to this 👆"
"2022-11-08 20:21:06.638747+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion ``` "
"2022-11-08 20:32:07.954403+00","This should be  `chairside_adjustment_minutes?: number | null;`  See https://www.notion.so/orthly/Schema-Style-Guide-84c8121622e84166a1b74c4fb780550d for an explanation  Even though this isn't written to by clients, it _could_ be so best to be careful."
"2022-11-08 20:34:09.67253+00","Nit: `tooltipTitle` will always be a `string` so no need for the `??  ''`"
"2022-11-08 21:01:22.932483+00","This is a super helpful notion page, thanks for directing me towards this!"
"2022-11-08 20:34:09.893122+00","I'd also test this, but MUI docs indicates that the tooltip won't show if the string length is empty, so you can likely remove `disableHoverListener`"
"2022-11-08 20:41:20.622516+00","eventsourced v2 updates this field automatically, so a number of these additions can be un-done after i upgrade the aggs"
"2022-11-08 20:50:12.441401+00","@jonboiser As we discussed, we found an additional bug in this case where scenario (2) is not implemented.  I created a ticket for this bug [WEB-2241](https://instrumental-inc.atlassian.net/browse/WEB-2241) along with a ticket to cover the functional test for this scenario. [WEB-2243](https://instrumental-inc.atlassian.net/browse/WEB-2243)"
"2022-11-08 20:50:34.378369+00","@Mjanuary revert this coz it is sorted"
"2022-11-08 20:59:32.942548+00","@Piszmog actual instance, docs on this process coming soon :)"
"2022-11-08 21:00:50.325667+00","i thought thats what this line does? `assert.Nil(t, err)`"
"2022-11-08 22:34:41.142487+00","i didn't really need to move these, but it's always annoyed/confused me that they weren't in fulfillment order (made it harder to visually parse the list)"
"2022-11-11 09:08:11.017242+00","Cleaning up comments "
"2022-11-08 21:04:24.761721+00","@sheldon-welinga better to use `Object.values` as client suggested in all PRs ```suggestion       Object.values(fields).forEach((field) => { ```"
"2022-11-08 21:11:32.079508+00","@jonathan-yee is this okay for now to hide setting limits for physical measurements as we do not have that functionality yet? "
"2022-11-08 21:17:31.373759+00","@jonathan-yee I discussed this with Isaac and we decided to hide the image type [intent name] for now if there is no associated auto monitor with it.  I created a separate ticket for me to handle the part that is to grab the parent image id. [WEB-2245](https://instrumental-inc.atlassian.net/browse/WEB-2245).  I hope to take this on if I have extra capacity this sprint. 🤗"
"2022-11-08 21:19:54.740767+00","@jonathan-yee  I am not 100% confident with the naming convention here. As the measurements property here contains both metrics and physical measurements, I was tempted to name it to measurements but then we also use measurements to count the number of measurements per each metric which could be confusing. This renaming obviously had created cascades of updates here. I'd be happy to pair up on this one if you see a huge issue with it.🤓"
"2022-11-08 21:20:20.483864+00","remove this print statement"
"2022-11-08 21:22:27.898439+00","@nweidinger Please confirm the following. Looking at the mockups it seems that the value next to the measurement name (boxed in red below) is the station name which is in line with other metric cards. It appears that perhaps we should add the intent name to the metric card as well, but I certainly think we should not be dropping the station name as these changes suggest for physical measurements.  ![Screenshot 2022-11-08 at 1 20 20 PM](https://user-images.githubusercontent.com/54614861/200677899-f501234b-dd3d-4ee5-8e43-871cfe79713f.png) "
"2022-11-08 21:43:14.135083+00","I do not have an opinion on this quite yet and would like to see what shakes out of #2567. This might have been an item to consider when deciding on whether we would cache the data stream metrics and the physical measurements together as one list OR cache them separately and only combine them as necessary which appears to be being handled in #2567. Whatever is decided, I think it should be consistent with the typings' naming convention."
"2022-11-08 21:24:24.305904+00","If you look at other patterns throughout the codebase, we want to check if the `typeof` is `undefined`, not just if it equals (or not) `undefined`."
"2022-11-08 21:26:21.974074+00","Seems reasonable, but I would change the note to a `TODO` or `FIXME` mentioning that we need to remove this check once limits are included not as a note that is permanently being left behind. Also note that ternary operators (`?` and `:`) should either be at the end of the previous line or the beginning of the next line. They should never be on their own line like this one is on line 457."
"2022-11-08 21:27:29.804332+00","Codebase styling: opening and closing brackets must be on the same indentation level."
"2022-11-08 21:28:36.55136+00","That's fair."
"2022-11-08 21:29:22.623079+00","Leaving a note here considering I saw this crop up on #2593. Could we leave descriptions for all of these typings we are adding so that we do not establish a pattern of not describing our typings?"
"2022-11-08 21:30:39.572475+00","How about single-quoated?  ```suggestion           <>{t('or_lowercase')}</>{' '} ```"
"2022-11-08 21:39:38.68184+00","That's reasonable, but we still need the station name? If I remember correctly, station name is included already as part of the previous work. As is, this change will hide the station name if it is a physical measurement."
"2022-11-08 21:42:11.347302+00","nope"
"2022-11-08 21:42:16.094977+00","No for this am not targeting the values, its the fields so its keys, e.g. `group: 'gatsby`. I want the key `group` not the value `gatsby`"
"2022-11-08 21:47:56.799152+00","Thank you Luis for your feedback and suggestion. After huddling a little bit, we decided to rename the table to `PaymentReceiptTokenExchangeRate`. It's a mouthful but the name is more honest. It indicate to which other table it is related to, and it doesn't signal any sort of re-usability."
"2022-11-08 21:49:30.143842+00","```suggestion                         <>                             Search your private code with{' '}                             <Link to=""https://signup.sourcegraph.com/"" onClick={() => eventLogger.log('ClickedOnCloudCTA')}>                                 Sourcegraph Cloud                             </Link> or contact us to purchase a subscription for a self-hosted Sourcegraph instance. See{' '}                             <Link to=""https://about.sourcegraph.com/pricing"">pricing</Link> for more information.                         </> ``` I think the `<>` fragment was used because of the console error below.  `<PageHeader/>` assigns `description` to a `Text` tag one level down <img width=""966"" alt=""image"" src=""https://user-images.githubusercontent.com/59381432/200682611-8f8da082-bbf0-420a-850d-8079784ac823.png""> "
"2022-11-08 21:51:40.190815+00","Shouldn't this be `metric-distribution-chart`?"
"2022-11-08 21:51:40.334726+00","You should remove this commented code"
"2022-11-08 21:51:40.643107+00","Typo + Wrong indentation: ```suggestion              * This is represented as a function because selected values is not defined when               * the component is loaded.              */ ```"
"2022-11-08 21:51:41.182485+00","I don't think these elements would ever be undefined/null. Why are we making these changes?"
"2022-11-08 21:51:41.195125+00","Why do we have changes in this file?"
"2022-11-09 01:54:44.674948+00","this refactor enables multiple timers to run in parallel, by having `startTimer` return a termination function, and have multiple running at once from a single `histogram` instance"
"2022-11-08 21:51:41.202511+00","Any reason why you removed the `MeasurementInfoQueryResponse` type here?"
"2022-11-08 21:51:41.379889+00","```suggestion                 // Select only bars that exist in the selected measurements for the visual correlations tab ```"
"2022-11-08 22:01:36.582476+00","discussed with @mckalexee and my concern is no more. "
"2022-11-08 22:08:59.115649+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion  , dedupe AS ( ``` "
"2022-11-08 22:08:59.164069+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion SELECT * FROM dedupe ``` "
"2022-11-08 22:08:59.20112+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion     SELECT * FROM {{ source('dialpad', 'users') }} ``` "
"2022-11-08 22:08:59.619498+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion         , kustomer__team_name != 'OBC' DESC         , kustomer__team_last_updated_at DESC         , kustomer__last_updated_at DESC         , dialpad__last_updated_at DESC         , paylocity__last_updated_at DESC         , playvox__last_updated_at DESC         , kustomer__team_name DESC         , kustomer__team_display_name DESC) ``` "
"2022-11-08 22:09:00.156563+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion SELECT * FROM source ``` "
"2022-11-08 22:09:15.506618+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion         /* description month_start_frequency_bucket = True if all items within order have a value for price. */         , COALESCE(             LAST_VALUE(                 IFF(date_spine.period_marker__month_start, revenue_risk_score.frequency_bucket, NULL)             ) IGNORE NULLS             OVER (                 PARTITION BY                     revenue_risk_score.salesforce_account_id                 ORDER BY revenue_risk_score.as_of_date ASC ROWS BETWEEN UNBOUNDED PRECEDING AND 0 PRECEDING             ) ``` "
"2022-11-08 22:09:15.155134+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion     SELECT          /* description salesforce_account_id = Salesforce account id. */         revenue_risk_score.salesforce_account_id         /* description as_of_date = as of date. */         , revenue_risk_score.as_of_date         /* description is_current_date = True if as of date is the current date. */         , revenue_risk_score.is_current_date         /* description frequency_bucket = Frequency bucket a practice is assigned to based on their order frequency. */         , revenue_risk_score.frequency_bucket         /* description risk_level_current = Risk level a practice is assigned to based on their current and previous order frequency. */         , revenue_risk_score.risk_level_current         /* description risk_level_changed = Indicates whether the practice risk level has changed. */         , revenue_risk_score.risk_level_changed         /* description period_marker__month_start = Flag to indicate month start. */         , date_spine.period_marker__month_start         /* description period_marker__month_end = Flag to indicate month end. */         , date_spine.period_marker__month_end          /* description prev_month_start_risk_score = The risk score assigned to the practice at the start of the previous month. */         , COALESCE(             LAST_VALUE(                 IFF(date_spine.period_marker__month_start, revenue_risk_score.risk_level_current, NULL)             ) IGNORE NULLS             OVER (                 PARTITION BY                     revenue_risk_score.salesforce_account_id                 ORDER BY revenue_risk_score.as_of_date ASC ROWS BETWEEN UNBOUNDED PRECEDING AND 1 PRECEDING             )             , 'No risk score assigned') ``` "
"2022-11-08 22:09:15.366086+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion         /* description prev_month_start_frequency_bucket = True if all items within order have a value for price. */         , COALESCE(             LAST_VALUE(                 IFF(date_spine.period_marker__month_start, revenue_risk_score.frequency_bucket, NULL)             ) IGNORE NULLS             OVER (                 PARTITION BY                     revenue_risk_score.salesforce_account_id                 ORDER BY revenue_risk_score.as_of_date ASC ROWS BETWEEN UNBOUNDED PRECEDING AND 1 PRECEDING             )             , 'Pre-Orders') ``` "
"2022-11-08 22:09:15.539572+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion          /* description month_end_frequency_bucket = True if all items within order have a value for price. */         , COALESCE(             FIRST_VALUE(                 IFF(date_spine.period_marker__month_end, revenue_risk_score.frequency_bucket, NULL)             ) IGNORE NULLS             OVER (                 PARTITION BY                     revenue_risk_score.salesforce_account_id                 ORDER BY revenue_risk_score.as_of_date ASC ROWS BETWEEN CURRENT ROW AND UNBOUNDED FOLLOWING             )             , 'Future Date') AS month_end_frequency_bucket          /* description next_month_end_frequency_bucket = True if all items within order have a value for price. */         , COALESCE(             FIRST_VALUE(                 IFF(date_spine.period_marker__month_end, revenue_risk_score.frequency_bucket, NULL)             ) IGNORE NULLS             OVER (                 PARTITION BY                     revenue_risk_score.salesforce_account_id                 ORDER BY revenue_risk_score.as_of_date ASC ROWS BETWEEN 1 FOLLOWING AND UNBOUNDED FOLLOWING             )             , 'Future Date')         AS next_month_end_frequency_bucket          /* description changed_risk_score_during_month = True if all items within order have a value for price. */         , IFF(month_start_risk_score = month_end_risk_score, FALSE, TRUE) AS changed_risk_score_during_month         /* description changed_frequency_bucket_during_month = True if all items within order have a value for price. */         , IFF(             month_start_frequency_bucket = month_end_frequency_bucket, FALSE, TRUE         ) AS changed_frequency_bucket_during_month      FROM revenue_risk_score      LEFT OUTER JOIN date_spine         ON revenue_risk_score.as_of_date = date_spine.base_date ``` "
